GTID,PID,TID,JOBS,IGNORED_JOBS,EVENTS,IGNORED_EVENTS,TNAME,PNAME,READY_CYCLE_TRANS,RUNNING_CYCLE_TRANS
1_1,1,1,0,0,0,5337,idle,proc/boot/procnto-smp-instr-safety,0,427
1_2,1,2,0,0,0,641,idle,proc/boot/procnto-smp-instr-safety,0,59
1_3,1,3,0,0,0,12220,idle,proc/boot/procnto-smp-instr-safety,0,1386
1_4,1,4,0,0,0,10029,idle,proc/boot/procnto-smp-instr-safety,0,1981
1_5,1,5,0,0,0,46,idle,proc/boot/procnto-smp-instr-safety,0,0
1_6,1,6,0,0,0,55,idle,proc/boot/procnto-smp-instr-safety,0,1
1_7,1,7,0,0,0,2457,idle,proc/boot/procnto-smp-instr-safety,0,1
1_8,1,8,2585,0,0,9906,None_8,proc/boot/procnto-smp-instr-safety,0,200
1_9,1,9,0,0,0,2,pageout,proc/boot/procnto-smp-instr-safety,0,0
1_10,1,10,0,0,0,2,pageio/GET,proc/boot/procnto-smp-instr-safety,0,0
1_11,1,11,0,0,0,2,pageio/PUT,proc/boot/procnto-smp-instr-safety,0,0
1_12,1,12,0,0,0,2,fault_pulse_handler,proc/boot/procnto-smp-instr-safety,0,0
1_13,1,13,1012,0,0,3932,None_13,proc/boot/procnto-smp-instr-safety,0,98
1_17,1,17,1501,0,0,5957,None_17,proc/boot/procnto-smp-instr-safety,0,124
1_18,1,18,3093,0,0,11382,None_18,proc/boot/procnto-smp-instr-safety,0,173
1_19,1,19,0,0,0,1,None_19,proc/boot/procnto-smp-instr-safety,0,0
1_20,1,20,852,0,0,3131,None_20,proc/boot/procnto-smp-instr-safety,0,42
1_21,1,21,3310,0,0,12206,None_21,proc/boot/procnto-smp-instr-safety,0,216
1_23,1,23,0,0,0,1,None_23,proc/boot/procnto-smp-instr-safety,0,0
1_24,1,24,0,0,0,1,None_24,proc/boot/procnto-smp-instr-safety,0,0
1_26,1,26,1876,0,0,7117,None_26,proc/boot/procnto-smp-instr-safety,0,134
1_27,1,27,3,0,0,13,None_27,proc/boot/procnto-smp-instr-safety,0,0
2_1,2,1,64,0,0,197,None_1,proc/boot/slogger2,0,2
3_1,3,1,0,0,0,1,None_1,proc/boot/nvdt_init,0,0
4100_1,4100,1,0,0,0,1,None_1,proc/boot/io-nvbootprofiler,0,0
4101_1,4101,1,0,0,0,1,None_1,proc/boot/pipe,0,0
4101_2,4101,2,0,0,0,1,None_2,proc/boot/pipe,0,0
4101_3,4101,3,68,0,0,163,None_3,proc/boot/pipe,0,1
4101_5,4101,5,0,0,0,1,None_5,proc/boot/pipe,0,0
4101_6,4101,6,59,0,0,149,None_6,proc/boot/pipe,0,1
1318918_1,1318918,1,3,0,0,9,None_1,opt/csp/bin/csp_signal_database_service,0,0
8199_1,8199,1,0,0,0,1,None_1,proc/boot/nvsciipc_init,0,0
8200_1,8200,1,0,0,0,1,None_1,proc/boot/devv-nvivc,0,0
8200_2,8200,2,0,0,0,1,None_2,proc/boot/devv-nvivc,0,0
8200_3,8200,3,0,0,0,1,None_3,proc/boot/devv-nvivc,0,0
8200_4,8200,4,0,0,0,1,None_4,proc/boot/devv-nvivc,0,0
8200_5,8200,5,0,0,0,1,None_5,proc/boot/devv-nvivc,0,0
8200_6,8200,6,0,0,0,1,None_6,proc/boot/devv-nvivc,0,0
8200_7,8200,7,0,0,0,1,None_7,proc/boot/devv-nvivc,0,0
8200_8,8200,8,0,0,0,1,None_8,proc/boot/devv-nvivc,0,0
8200_9,8200,9,270,0,0,626,None_9,proc/boot/devv-nvivc,0,2
8200_10,8200,10,1159,0,0,2667,None_10,proc/boot/devv-nvivc,0,5
8201_1,8201,1,0,0,0,1,None_1,proc/boot/io-nvsciipc,0,0
8201_2,8201,2,0,0,0,1,None_2,proc/boot/io-nvsciipc,0,0
8201_3,8201,3,0,0,0,1,None_3,proc/boot/io-nvsciipc,0,0
8201_4,8201,4,0,0,0,1,None_4,proc/boot/io-nvsciipc,0,0
8201_5,8201,5,0,0,0,1,None_5,proc/boot/io-nvsciipc,0,0
8201_6,8201,6,0,0,0,1,None_6,proc/boot/io-nvsciipc,0,0
8201_7,8201,7,0,0,0,1,None_7,proc/boot/io-nvsciipc,0,0
8201_8,8201,8,0,0,0,1,None_8,proc/boot/io-nvsciipc,0,0
8201_9,8201,9,0,0,0,1,None_9,proc/boot/io-nvsciipc,0,0
8201_10,8201,10,0,0,0,1,None_10,proc/boot/io-nvsciipc,0,0
8202_1,8202,1,0,0,0,1,None_1,proc/boot/devv-nvhv,0,0
8202_2,8202,2,250,0,0,556,None_2,proc/boot/devv-nvhv,0,0
8202_3,8202,3,0,0,0,1,None_3,proc/boot/devv-nvhv,0,0
8202_4,8202,4,0,0,0,1,None_4,proc/boot/devv-nvhv,0,0
8203_1,8203,1,0,0,0,1,None_1,proc/boot/io-nvsys,0,0
8204_1,8204,1,10,0,0,35,None_1,proc/boot/devg-nvmap,0,0
8204_2,8204,2,0,0,0,2,nvmap: pool,proc/boot/devg-nvmap,0,0
8204_3,8204,3,0,0,0,2,nvmap: pool,proc/boot/devg-nvmap,0,0
8204_4,8204,4,0,0,0,2,nvmap: pool,proc/boot/devg-nvmap,0,0
8204_5,8204,5,0,0,0,2,nvmap: pool,proc/boot/devg-nvmap,0,0
8204_6,8204,6,322,0,0,1012,nvmap: pool,proc/boot/devg-nvmap,0,1
8204_7,8204,7,0,0,0,2,nvmap: pool,proc/boot/devg-nvmap,0,0
8204_8,8204,8,0,0,0,2,nvmap: pool,proc/boot/devg-nvmap,0,0
8204_9,8204,9,584,0,0,1857,nvmap: pool,proc/boot/devg-nvmap,0,1
8204_10,8204,10,0,0,0,2,nvmap: pool,proc/boot/devg-nvmap,0,0
8204_11,8204,11,668,0,0,2128,nvmap: pool,proc/boot/devg-nvmap,0,2
8205_1,8205,1,0,0,0,1,None_1,proc/boot/random,0,0
8205_2,8205,2,21,0,0,66,Timer Thread,proc/boot/random,0,0
8205_3,8205,3,54,0,0,134,None_3,proc/boot/random,0,0
8206_1,8206,1,0,0,0,1,None_1,proc/boot/SafetySrvComQ,0,0
8206_2,8206,2,1240,0,0,3302,ComQResMgrThread,proc/boot/SafetySrvComQ,0,4
8206_3,8206,3,316,0,0,3085,CmdRespProcessingThread,proc/boot/SafetySrvComQ,0,7
8206_4,8206,4,671,0,0,1772,CmdResp_EpComReadThread,proc/boot/SafetySrvComQ,0,12
1286159_1,1286159,1,2,0,0,7,None_1,usr/local/driveupdate/bin/dubhc_plugin,0,0
1286159_2,1286159,2,0,0,0,1,None_2,usr/local/driveupdate/bin/dubhc_plugin,0,0
1286159_3,1286159,3,0,0,0,1,None_3,usr/local/driveupdate/bin/dubhc_plugin,0,0
1286159_4,1286159,4,0,0,0,1,None_4,usr/local/driveupdate/bin/dubhc_plugin,0,0
1286159_5,1286159,5,0,0,0,1,None_5,usr/local/driveupdate/bin/dubhc_plugin,0,0
1286159_6,1286159,6,0,0,0,1,None_6,usr/local/driveupdate/bin/dubhc_plugin,0,0
1286159_7,1286159,7,10,0,0,31,None_7,usr/local/driveupdate/bin/dubhc_plugin,0,0
1286159_8,1286159,8,1,0,0,32,None_8,usr/local/driveupdate/bin/dubhc_plugin,0,0
1286159_9,1286159,9,0,0,0,1,None_9,usr/local/driveupdate/bin/dubhc_plugin,0,0
1286159_10,1286159,10,0,0,0,1,None_10,usr/local/driveupdate/bin/dubhc_plugin,0,0
8208_1,8208,1,300,0,0,933,None_1,proc/boot/io-nvbpmpivc,0,14
8209_1,8209,1,0,0,0,1,None_1,proc/boot/io-nvsyseventclient,0,0
8209_2,8209,2,0,0,0,1,None_2,proc/boot/io-nvsyseventclient,0,0
8210_1,8210,1,0,0,0,1,None_1,proc/boot/io-nvclock,0,0
8211_1,8211,1,160,0,0,530,None_1,proc/boot/io-nvthermmon,0,3
8211_2,8211,2,25,0,0,73,None_2,proc/boot/io-nvthermmon,0,0
8212_1,8212,1,0,0,0,2,io-pkt main,proc/boot/io-pkt-v6-hc,0,0
8212_2,8212,2,1756,0,0,32770,STACK_CONTEXT,proc/boot/io-pkt-v6-hc,3579,319
8212_3,8212,3,22482,0,0,45402,io-pkt#0x01,proc/boot/io-pkt-v6-hc,0,48
8212_4,8212,4,0,0,0,2,net_shm_thread_func[04000000],proc/boot/io-pkt-v6-hc,0,0
8212_5,8212,5,9651,0,0,29178,None_5,proc/boot/io-pkt-v6-hc,0,0
8212_6,8212,6,4905,0,0,14747,None_6,proc/boot/io-pkt-v6-hc,1,0
8212_7,8212,7,0,0,0,2,eqos_mc_filter_handler_thread,proc/boot/io-pkt-v6-hc,0,0
8212_8,8212,8,16859,0,0,95378,nveqos IST thread,proc/boot/io-pkt-v6-hc,0,14
24597_1,24597,1,0,0,0,1,None_1,proc/boot/nvsocket_routed,0,0
24597_2,24597,2,0,0,0,1,None_2,proc/boot/nvsocket_routed,0,0
24597_3,24597,3,0,0,0,1,None_3,proc/boot/nvsocket_routed,0,0
24597_4,24597,4,0,0,0,1,None_4,proc/boot/nvsocket_routed,0,0
24597_5,24597,5,0,0,0,1,None_5,proc/boot/nvsocket_routed,0,0
24597_6,24597,6,0,0,0,1,None_6,proc/boot/nvsocket_routed,0,0
24597_7,24597,7,0,0,0,1,None_7,proc/boot/nvsocket_routed,0,0
24597_8,24597,8,0,0,0,1,None_8,proc/boot/nvsocket_routed,0,0
24597_9,24597,9,0,0,0,1,None_9,proc/boot/nvsocket_routed,0,0
32790_1,32790,1,0,0,0,1,None_1,proc/boot/devb-nvhvblk,0,0
32790_2,32790,2,0,0,0,2,async_io,proc/boot/devb-nvhvblk,0,0
32790_3,32790,3,0,0,0,2,fsnotify_thread,proc/boot/devb-nvhvblk,0,0
32790_4,32790,4,0,0,0,2,swap_io,proc/boot/devb-nvhvblk,0,0
32790_5,32790,5,5,0,0,19,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32790_6,32790,6,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32790_7,32790,7,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32791_1,32791,1,0,0,0,1,None_1,proc/boot/devb-nvhvblk,0,0
32791_2,32791,2,0,0,0,2,async_io,proc/boot/devb-nvhvblk,0,0
32791_3,32791,3,0,0,0,2,fsnotify_thread,proc/boot/devb-nvhvblk,0,0
32791_4,32791,4,0,0,0,2,swap_io,proc/boot/devb-nvhvblk,0,0
32791_5,32791,5,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32791_6,32791,6,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32791_7,32791,7,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32792_1,32792,1,0,0,0,1,None_1,proc/boot/devb-nvhvblk,0,0
32792_2,32792,2,35,0,0,115,async_io,proc/boot/devb-nvhvblk,0,3
32792_3,32792,3,20,0,0,62,fsnotify_thread,proc/boot/devb-nvhvblk,0,0
32792_4,32792,4,0,0,0,2,swap_io,proc/boot/devb-nvhvblk,0,0
32792_5,32792,5,644,0,0,2196,fsys_resmgr,proc/boot/devb-nvhvblk,0,25
32792_6,32792,6,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32792_7,32792,7,2,0,0,7,fsys_resmgr,proc/boot/devb-nvhvblk,0,1
32793_1,32793,1,0,0,0,1,None_1,proc/boot/devb-nvhvblk,0,0
32793_2,32793,2,0,0,0,2,async_io,proc/boot/devb-nvhvblk,0,0
32793_3,32793,3,0,0,0,2,fsnotify_thread,proc/boot/devb-nvhvblk,0,0
32793_4,32793,4,0,0,0,2,swap_io,proc/boot/devb-nvhvblk,0,0
32793_5,32793,5,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32793_6,32793,6,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32793_7,32793,7,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32794_1,32794,1,0,0,0,1,None_1,proc/boot/devb-nvhvblk,0,0
32794_2,32794,2,0,0,0,2,async_io,proc/boot/devb-nvhvblk,0,0
32794_3,32794,3,0,0,0,2,fsnotify_thread,proc/boot/devb-nvhvblk,0,0
32794_4,32794,4,0,0,0,2,swap_io,proc/boot/devb-nvhvblk,0,0
32794_5,32794,5,19,0,0,56,fsys_resmgr,proc/boot/devb-nvhvblk,0,1
32794_6,32794,6,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32794_7,32794,7,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32795_1,32795,1,0,0,0,1,None_1,proc/boot/devb-nvhvblk,0,0
32795_2,32795,2,0,0,0,2,async_io,proc/boot/devb-nvhvblk,0,0
32795_3,32795,3,0,0,0,2,fsnotify_thread,proc/boot/devb-nvhvblk,0,0
32795_4,32795,4,0,0,0,2,swap_io,proc/boot/devb-nvhvblk,0,0
32795_5,32795,5,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32795_6,32795,6,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32795_7,32795,7,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32796_1,32796,1,0,0,0,1,None_1,proc/boot/devb-nvhvblk,0,0
32796_2,32796,2,0,0,0,2,async_io,proc/boot/devb-nvhvblk,0,0
32796_3,32796,3,0,0,0,2,fsnotify_thread,proc/boot/devb-nvhvblk,0,0
32796_4,32796,4,0,0,0,2,swap_io,proc/boot/devb-nvhvblk,0,0
32796_5,32796,5,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
32796_6,32796,6,6,0,0,20,fsys_resmgr,proc/boot/devb-nvhvblk,0,1
32796_7,32796,7,0,0,0,2,fsys_resmgr,proc/boot/devb-nvhvblk,0,0
90141_1,90141,1,10,0,0,33,None_1,proc/boot/devg-nvhost,0,0
90141_2,90141,2,0,0,0,1,None_2,proc/boot/devg-nvhost,0,0
90141_3,90141,3,1305,0,0,3745,nvhost: syncpt intr,proc/boot/devg-nvhost,0,12
90141_4,90141,4,0,0,0,3969,None_4,proc/boot/devg-nvhost,0,1
90141_6,90141,6,582,0,0,3642,nvhost: pool,proc/boot/devg-nvhost,0,1
90141_7,90141,7,649,0,0,4025,nvhost: pool,proc/boot/devg-nvhost,0,3
90141_8,90141,8,711,0,0,4314,nvhost: pool,proc/boot/devg-nvhost,0,4
90141_10,90141,10,703,0,0,4367,nvhost: pool,proc/boot/devg-nvhost,0,2
90141_11,90141,11,305,0,0,2688,nvhost: pool,proc/boot/devg-nvhost,0,1
90141_12,90141,12,663,0,0,3974,nvhost: pool,proc/boot/devg-nvhost,0,4
90141_13,90141,13,904,0,0,5158,nvhost: pool,proc/boot/devg-nvhost,0,1
90141_14,90141,14,421,0,0,3186,nvhost: pool,proc/boot/devg-nvhost,0,2
90141_18,90141,18,502,0,0,3713,nvhost: pool,proc/boot/devg-nvhost,0,1
90141_20,90141,20,377,0,0,3314,nvhost: pool,proc/boot/devg-nvhost,0,0
90141_21,90141,21,518,0,0,3772,nvhost: pool,proc/boot/devg-nvhost,0,0
90141_23,90141,23,289,0,0,2632,nvhost: pool,proc/boot/devg-nvhost,0,2
90141_27,90141,27,498,0,0,3363,nvhost: pool,proc/boot/devg-nvhost,0,1
90141_29,90141,29,291,0,0,2665,nvhost: pool,proc/boot/devg-nvhost,0,0
90141_33,90141,33,648,0,0,3869,nvhost: pool,proc/boot/devg-nvhost,0,1
90141_34,90141,34,476,0,0,2687,nvhost: pool,proc/boot/devg-nvhost,0,1
90142_1,90142,1,0,0,0,1,None_1,proc/boot/io-nvgpio,0,0
90142_2,90142,2,748,0,0,3257,None_2,proc/boot/io-nvgpio,0,0
90142_3,90142,3,0,0,0,1,None_3,proc/boot/io-nvgpio,0,0
90142_4,90142,4,0,0,0,1,None_4,proc/boot/io-nvgpio,0,0
90142_5,90142,5,0,0,0,1,None_5,proc/boot/io-nvgpio,0,0
90143_1,90143,1,0,0,0,1,None_1,proc/boot/io-nvi2c,0,0
90143_2,90143,2,0,0,0,1,None_2,proc/boot/io-nvi2c,0,0
90143_3,90143,3,0,0,0,1,None_3,proc/boot/io-nvi2c,0,0
90143_4,90143,4,0,0,0,1,None_4,proc/boot/io-nvi2c,0,0
90144_1,90144,1,0,0,0,1,None_1,proc/boot/io-nvi2c,0,0
90144_2,90144,2,0,0,0,1,None_2,proc/boot/io-nvi2c,0,0
90144_3,90144,3,0,0,0,1,None_3,proc/boot/io-nvi2c,0,0
90144_4,90144,4,0,0,0,1,None_4,proc/boot/io-nvi2c,0,0
90145_1,90145,1,40,0,0,153,None_1,proc/boot/io-nvi2c,0,5
90145_2,90145,2,0,0,0,1,None_2,proc/boot/io-nvi2c,0,0
90145_3,90145,3,0,0,0,1,None_3,proc/boot/io-nvi2c,0,0
90145_4,90145,4,0,0,0,96,None_4,proc/boot/io-nvi2c,0,1
90146_1,90146,1,0,0,0,1,None_1,proc/boot/io-nvi2c-bpmp,0,0
90147_1,90147,1,0,0,0,1,None_1,proc/boot/io-nvi2c,0,0
90147_2,90147,2,0,0,0,1,None_2,proc/boot/io-nvi2c,0,0
90147_3,90147,3,0,0,0,1,None_3,proc/boot/io-nvi2c,0,0
90147_4,90147,4,0,0,0,1,None_4,proc/boot/io-nvi2c,0,0
90148_1,90148,1,0,0,0,1,None_1,proc/boot/io-nvi2c,0,0
90148_2,90148,2,0,0,0,1,None_2,proc/boot/io-nvi2c,0,0
90148_3,90148,3,0,0,0,1,None_3,proc/boot/io-nvi2c,0,0
90148_4,90148,4,0,0,0,1,None_4,proc/boot/io-nvi2c,0,0
90149_1,90149,1,0,0,0,1,None_1,proc/boot/io-nvi2c,0,0
90149_2,90149,2,0,0,0,1,None_2,proc/boot/io-nvi2c,0,0
90149_3,90149,3,0,0,0,1,None_3,proc/boot/io-nvi2c,0,0
90149_4,90149,4,0,0,0,1,None_4,proc/boot/io-nvi2c,0,0
409638_1,409638,1,0,0,0,1,None_1,proc/boot/GicDiag,0,0
409638_2,409638,2,0,0,0,1,None_2,proc/boot/GicDiag,0,0
159783_1,159783,1,0,0,0,1,None_1,proc/boot/devm-cdac,0,0
159783_2,159783,2,0,0,0,1,None_2,proc/boot/devm-cdac,0,0
159783_3,159783,3,0,0,0,1,None_3,proc/boot/devm-cdac,0,0
159783_4,159783,4,0,0,0,1,None_4,proc/boot/devm-cdac,0,0
159783_5,159783,5,0,0,0,1,None_5,proc/boot/devm-cdac,0,0
159783_6,159783,6,0,0,0,1,None_6,proc/boot/devm-cdac,0,0
159783_7,159783,7,0,0,0,1,None_7,proc/boot/devm-cdac,0,0
159783_8,159783,8,0,0,0,1,None_8,proc/boot/devm-cdac,0,0
159783_9,159783,9,0,0,0,1,None_9,proc/boot/devm-cdac,0,0
159783_10,159783,10,0,0,0,1,None_10,proc/boot/devm-cdac,0,0
159783_11,159783,11,0,0,0,1,None_11,proc/boot/devm-cdac,0,0
159783_12,159783,12,0,0,0,1,None_12,proc/boot/devm-cdac,0,0
159783_13,159783,13,0,0,0,1,None_13,proc/boot/devm-cdac,0,0
159783_14,159783,14,0,0,0,1,None_14,proc/boot/devm-cdac,0,0
159783_15,159783,15,0,0,0,1,None_15,proc/boot/devm-cdac,0,0
131112_1,131112,1,0,0,0,1,None_1,proc/boot/devm-nvcap,0,0
131112_2,131112,2,0,0,0,1,None_2,proc/boot/devm-nvcap,0,0
131112_3,131112,3,0,0,0,5453,None_3,proc/boot/devm-nvcap,0,4
131112_4,131112,4,0,0,0,5503,ivc-mbox-thread,proc/boot/devm-nvcap,0,3
131112_5,131112,5,0,0,0,2,capture-control,proc/boot/devm-nvcap,0,0
131112_6,131112,6,0,0,0,5517,capture,proc/boot/devm-nvcap,0,1
131112_7,131112,7,0,0,0,2,diag,proc/boot/devm-nvcap,0,0
131112_8,131112,8,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_9,131112,9,143,0,0,563,nvcapture: pool,proc/boot/devm-nvcap,0,1
131112_10,131112,10,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_11,131112,11,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_12,131112,12,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_13,131112,13,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_14,131112,14,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_15,131112,15,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_16,131112,16,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_17,131112,17,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_18,131112,18,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_19,131112,19,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_20,131112,20,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_21,131112,21,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_22,131112,22,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_23,131112,23,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_24,131112,24,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_25,131112,25,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_26,131112,26,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_27,131112,27,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_28,131112,28,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_29,131112,29,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_30,131112,30,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_31,131112,31,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_32,131112,32,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_33,131112,33,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_34,131112,34,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_35,131112,35,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_36,131112,36,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_37,131112,37,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_38,131112,38,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_39,131112,39,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_40,131112,40,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_41,131112,41,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_42,131112,42,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_43,131112,43,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_44,131112,44,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_45,131112,45,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_46,131112,46,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_47,131112,47,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_48,131112,48,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_49,131112,49,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_50,131112,50,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_51,131112,51,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_52,131112,52,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_53,131112,53,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_54,131112,54,1007,0,0,3409,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_55,131112,55,912,0,0,3132,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_56,131112,56,736,0,0,2532,nvcapture: pool,proc/boot/devm-nvcap,0,1
131112_57,131112,57,0,0,0,2,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_58,131112,58,32,0,0,129,nvcapture: pool,proc/boot/devm-nvcap,0,0
131112_59,131112,59,1210,0,0,4098,nvcapture: pool,proc/boot/devm-nvcap,0,0
135209_1,135209,1,10,0,0,31,None_1,proc/boot/devg-nvdisp,0,0
135209_2,135209,2,0,0,0,1,None_2,proc/boot/devg-nvdisp,0,0
135209_3,135209,3,0,0,0,2,nvdisp: pool,proc/boot/devg-nvdisp,0,0
135209_4,135209,4,0,0,0,2,nvdisp: pool,proc/boot/devg-nvdisp,0,0
135209_5,135209,5,478,0,0,1919,None_5,proc/boot/devg-nvdisp,0,8
135209_6,135209,6,502,0,0,2179,None_6,proc/boot/devg-nvdisp,0,12
135209_7,135209,7,531,0,0,2315,None_7,proc/boot/devg-nvdisp,0,14
135209_8,135209,8,883,0,0,3426,None_8,proc/boot/devg-nvdisp,0,19
135209_9,135209,9,0,0,0,784,None_9,proc/boot/devg-nvdisp,0,16
135209_10,135209,10,819,0,0,2770,nvdisp: pool,proc/boot/devg-nvdisp,0,17
135209_11,135209,11,0,0,0,2,nvdisp: pool,proc/boot/devg-nvdisp,0,0
434218_1,434218,1,0,0,0,1,None_1,proc/boot/GicDiag,0,0
434218_2,434218,2,0,0,0,1,None_2,proc/boot/GicDiag,0,0
180267_1,180267,1,0,0,0,1,None_1,proc/boot/devc-nvser,0,0
180267_2,180267,2,0,0,0,2,NVSER_Intr_Srv_Thd,proc/boot/devc-nvser,0,0
159788_1,159788,1,60,0,0,195,None_1,proc/boot/io-nvthermmon,0,2
159788_2,159788,2,0,0,0,1,None_2,proc/boot/io-nvthermmon,0,0
159788_3,159788,3,0,0,0,1,None_3,proc/boot/io-nvthermmon,0,0
208941_1,208941,1,0,0,0,279,None_1,proc/boot/devc-nvvse-safety,0,11
208941_2,208941,2,0,0,0,1,None_2,proc/boot/devc-nvvse-safety,0,0
208941_3,208941,3,0,0,0,1,None_3,proc/boot/devc-nvvse-safety,0,0
208941_4,208941,4,124,0,0,516,None_4,proc/boot/devc-nvvse-safety,0,0
208941_5,208941,5,0,0,0,1,None_5,proc/boot/devc-nvvse-safety,0,0
282670_1,282670,1,0,0,0,1,None_1,proc/boot/devc-nvtzvault,0,0
294959_1,294959,1,248,0,0,706,None_1,proc/boot/devc-nvtzvault,0,3
1302576_1,1302576,1,2118,0,0,6581,None_1,opt/csp/bin/execution_manager,0,61
1302576_2,1302576,2,0,0,0,2,SignalHandler,opt/csp/bin/execution_manager,0,0
1302576_3,1302576,3,20,0,0,70,IpcStubTransport(psc_info_api.0.1.psc_info_api),opt/csp/bin/execution_manager,0,0
1302576_4,1302576,4,0,0,0,2,IpcStubTransport(psc_action_api.1.0.psc_action_api),opt/csp/bin/execution_manager,0,0
1302576_5,1302576,5,12,0,0,39,None_5,opt/csp/bin/execution_manager,0,0
1302576_6,1302576,6,0,0,0,2,IpcStubTransport(esc_action_api.0.1.esc_action_api),opt/csp/bin/execution_manager,0,0
1302576_7,1302576,7,0,0,0,2,IpcStubTransport(esc_info_api.0.1.esc_info_api),opt/csp/bin/execution_manager,0,0
1302576_8,1302576,8,492,0,0,1514,None_8,opt/csp/bin/execution_manager,0,3
307249_1,307249,1,422,0,0,4871,None_1,proc/boot/ptpd-avb,0,17
307249_2,307249,2,18,0,0,55,ptpd_resmgr,proc/boot/ptpd-avb,0,0
